"Designator","Type","Width","Height","Offset X","Offset Y","Multilayer","More"
""
"BATTERY-HOLDER-2032-V", "rect", "600mil", "275mil"
"BT_MODULE_HC-06-4", "rect", "400mil", "90mil", "0mil","0mil","3"
"C0805", "rect", "165mil", "60mil", "0mil", "0mil", "0", "img: http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805_sml.jpg, ds: http://datasheets.avx.com/X7RDielectric.pdf"
"CAP_R2.0-5.0_X_11", "circle", "190mil", "mil"
"CAP_R2.5-6.3_X_11.5", "circle", "240mil", "mil"
"CAP_R5.0-10.0_X_16", "circle", "390mil", "mil"
"CONN-MICROSD-PUSH-PUSH", "rect", "515mil", "615mil"
"CONN-USB-B", "rect", "455mil", "565mil", "-50mil", "0mil"
"D2PAK-5", "rect", "570mil", "395mil", "-20mil", "0mil"
"DO-15V", "rect", "210mil", "100mil"
"DO-216AA", "rect", "148mil", "75mil"
"DPAK", "rect", "260mil", "410mil", "0mil", "50mil"
"DRV8825_Module", "rect", "800mil", "98mil", "0mil", "260mil"
"DRV8825_Module", "rect", "800mil", "98mil", "0mil", "-260mil"
"HC-06", "rect", "505mil", "1058mil", "0mil", "150mil", "0", "img: http://i.ebayimg.com/thumbs/images/g/II8AAOSwKtlWqy09/s-l200.jpg"
"HDR1X1", "circle", "44mil", "0mil", "0mil", "0mil", "3"
"HDR1X1-BIG2", "circle", "110mil", "0mil", "0mil", "0mil", "3", "addrem: 1"
"HDR1x2", "rect", "198mil", "98mil", "0mil", "0mil", "3"
"HDR1X3", "rect", "296mil", "96mil", "0mil", "0mil", "3"
"HDR1X5", "rect", "498mil", "100mil", "0mil", "0mil", "3"
"HDR2X3", "rect", "298mil", "198mil", "0mil", "0mil", "3"
"HTSSOP28", "rect", "260mil", "386mil"
"L1206", "rect", "174mil", "72mil"
"L2012", "rect", "118mil", "40mil"
"L-CDRH104R", "rect", "414mil", "400mil"
"LED-SM1", "rect", "196mil", "60mil"
"LQFP100", "rect", "632mil", "632mil", "0mil", "0mil", "0", "img: https://www.digikey.com/-/media/Images/Product%20Highlights/S/STMicroelectronics/STM32F407%20Microcontrollers/st-stm32f407ze-microcontroller.jpg?la=en-US&ts=21afc27a-7612-417f-9e5c-96b3a2bf05c6"
"QFN28", "rect", "236mil", "236mil"
"QSOP16", "rect", "238mil", "198mil"
"QUARTZ-ABM3B-HC49", "rect", "128mil", "194mil"
"QUARTZ-ABM3B-HC49-2SIDED", "rect", "400mil", "200mil", "0mil", "0mil", "1"
"QUARTZ-ABM3B-HC49-2SIDED", "rect", "128mil", "194mil", "0mil", "0mil", "2"
"R0805", "rect", "126mil", "72mil", "0mil", "0mil", "0", "img: http://media.digikey.com/Photos/Vishay%20Dale%20Photos/TFPT0805L1001DV_sml.jpg, ds: http://www.yageo.com.tw/exep/pages/download/literatures/PYu-R_INT-thick_7.pdf"
"R1206", "rect", "172mil", "84mil", "0mil", "0mil", "0", "img: http://media.digikey.com/Photos/Vishay%20Dale%20Photos/CRCW-F%20SERIES%201206_sml.jpg, ds: http://www.yageo.com.tw/exep/pages/download/literatures/PYu-R_INT-thick_7.pdf"
"SMA", "rect", "256mil", "104mil"
"SMC", "rect", "380mil", "246mil", "20mil", "0mil"
"SO8", "rect", "242mil", "196mil"
"SOD-80", "rect", "196mil", "78mil"
"SOIC14", "rect", "242mil", "348mil"
"SOIC20", "rect", "400mil", "510mil"
"SOIC24", "rect", "400mil", "610mil", "0mil", "0mil", "0", "img: https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-SOIC_sml.jpg"
"SOT-23", "rect", "120mil", "120mil"
"SOT-143", "rect", "116mil", "96mil"
"TANT-A", "rect", "188mil", "66mil"
"TANT-D", "rect", "352mil", "174mil"
"TD03B_N", "rect", "324mil", "262mil", "50mil", "0mil"
"TO-220AB-2", "rect", "412mil", "186mil", "0mil", "10mil", "0", "img: https://media.digikey.com/Renders/SMC%20Diode%20Solutions/1655;TO220AB;;3_sml.jpg"
"TSSOP14", "rect", "198mil", "252mil"
